Rec,Inf,UID,Name,Best Pos,Age,Club,Division,Mins,Tgls/90,Tcon/90,Gls,Goals Outside Box,Shot/90,xG/shot,Shot %,ShT/90,Shots Outside Box/90,Gls/90,xG/90,NP-xG/90,xG-OP,Conv %,Ast,Asts/90,Ps A/90,Pas %,xA/90,OP-KP/90,Ch C/90,Drb/90,Pr passes/90,OP-Crs A/90,OP-Cr %,Crs A/90,Cr C/A,Tck A,Tck R,Pres A/90,Pres C/90,Poss Won/90,Poss Lost/90,K Tck/90,Int/90,Clr/90,Blk/90,Shts Blckd/90,Aer A/90,Hdr %,K Hdrs/90,Sprints/90,Dist/90,Gl Mst,Fls,FA,Yel,Red,Wage,Transfer Value
- - -,,61042900,Ryan Christie,M (C),31,Bournemouth,Premier League,"2,071",1.09,1.13,3,0,1.83,0.11,48%,0.87,1.3,0.13,0.2,0.2,-1.62,7%,5,0.22,36.9,81%,0.2,0.96,0.43,1.35,3.13,1.26,17%,5.04,17%,55,85%,14.73,3.78,8.69,11.52,0.04,2.26,0.61,0.43,0.3,4.26,26%,0,13.25,14.1km,0,15,10,1,0,"£50,000 p/w",£3.3M - £5.2M
- - -,Wnt,37076007,Million Manhoef,AM (R),24,Stoke,Sky Bet Championship,"3,110",0.93,2,2,1,0.69,0.1,50%,0.35,0.32,0.06,0.07,0.07,-0.33,8%,4,0.12,45,85%,0.17,1.42,0.43,3.1,4.4,3.73,22%,4.28,20%,124,81%,14.41,3.88,11.08,13.17,0.09,2.49,0.98,0.84,0.17,5.44,45%,0.14,12.62,13.7km,1,30,46,6,0,"£12,500 p/w",£400K - £4.1M
- - -,Inj,53189551,Oskar Siira Sivertsen,AM (R),22,Go Ahead Eagles,Eredivisie,"1,244",0.87,0.94,0,0,1.59,0.1,50%,0.8,0.65,-,0.16,0.16,-2.15,-,2,0.14,33.42,80%,0.25,1.45,0.43,4.12,1.45,7.31,13%,11.43,10%,40,93%,18.09,4.49,7.67,19.61,0.14,2.24,1.01,0.43,0.07,3.76,12%,0.07,11.07,13.9km,0,16,27,1,0,"£3,500 p/w",£160K - £1.6M
- - -,,39060486,Kristian Nökkvi Hlynsson,AM (C),22,FC Twente,Eredivisie,"2,489",1.23,1.12,4,0,1.37,0.13,39%,0.54,0.58,0.14,0.17,0.17,-0.8,11%,2,0.07,39.92,85%,0.14,0.98,0.43,1.41,2.49,0.87,20%,1.08,20%,52,75%,11.72,2.6,6.36,10.49,0,1.84,0.36,0.14,0.11,5.68,27%,0.04,8.9,14.1km,0,12,34,2,0,"£4,000 p/w",£275K - £7.2M
- - -,,93060320,Svante Ingelsson,ST (C),27,Sheffield Wednesday,Sky Bet Championship,"2,707",1.43,1.4,9,0,1.99,0.12,40%,0.8,1.13,0.3,0.23,0.21,1.94,15%,8,0.27,39,85%,0.16,1.36,0.43,1.63,3.59,2.06,15%,4.06,12%,114,79%,12.6,3.32,8.48,13.73,0.03,1.73,0.66,0.2,0.03,6.82,50%,0.1,10.41,13.6km,0,49,29,7,1,"£10,000 p/w",£450K - £4.5M
- - -,Wnt,53151874,Mathias Kjølø,M (C),24,FC Twente,Eredivisie,"1,668",1.29,1.08,1,1,0.81,0.09,47%,0.38,0.54,0.05,0.07,0.07,0.03,7%,1,0.05,58.27,89%,0.12,1.51,0.43,0.81,5.4,0.7,20%,1.35,23%,37,86%,12.63,3.24,8.85,8.53,0.11,2.05,0.76,0.54,0.16,3.02,41%,0.16,10.04,14.0km,1,13,10,2,0,"£7,000 p/w",£650K - £6.6M
- - -,Int,62221063,Milutin Osmajić,ST (C),26,Preston,Sky Bet Championship,"2,711",1.1,1.23,8,2,1.96,0.15,49%,0.96,0.53,0.27,0.29,0.29,-0.72,14%,3,0.1,32.63,85%,0.15,0.93,0.43,0.83,1.16,0.96,21%,0.96,20%,53,87%,8.96,1.99,4.15,9.16,0,1,0.56,0.46,0.13,11.79,37%,0.23,5.61,12.4km,0,48,51,6,0,"£5,000 p/w",£210K - £2.1M
- - -,Inj,91204520,Merlin Röhl,M (C),23,Everton,Premier League,"1,252",1.29,1.58,2,2,1.37,0.16,37%,0.5,0.43,0.14,0.21,0.21,-0.95,11%,0,-,32.28,82%,0.2,1.65,0.43,2.88,1.8,3.88,13%,3.88,12%,49,86%,15.24,4.46,7.98,13.66,0.07,1.73,1.29,0.43,0.22,8.91,51%,0.22,15.17,14.1km,0,7,18,0,0,"£18,000 p/w",£5.8M - £8.8M
- - -,Int,28100205,Hamza Choudhury,DM,28,Leicester,Sky Bet Championship,"2,303",1.8,0.98,1,0,1.25,0.1,41%,0.51,0.82,0.04,0.13,0.13,-2.29,3%,3,0.12,59.36,87%,0.12,1.09,0.43,0.7,6.57,0.7,11%,0.7,11%,96,83%,8.68,2.62,10.75,9.42,0.12,1.88,0.74,0.55,0.27,4.57,65%,0.23,11.96,13.6km,1,39,16,10,1,"£35,000 p/w",£7.2M - £8.6M
- - -,Wnt,37065767,Sergiño Dest,WB (R),25,PSV Eindhoven,Eredivisie,"2,514",1.83,0.68,3,3,0.57,0.07,31%,0.18,0.5,0.11,0.04,0.04,1.83,19%,4,0.14,64.22,90%,0.13,1.22,0.43,2.04,8.16,0.57,12%,0.61,12%,82,80%,8.95,2.76,11.13,8.27,0.14,2.58,1.25,0.54,0.21,4.08,38%,0.14,8.7,13.3km,0,27,12,6,1,"£75,000 p/w",£14.5M - £18.5M
- - -,Lst,85050636,Alassane Pléa,ST (C),33,PSV Eindhoven,Eredivisie,"2,102",1.8,0.77,6,0,1.2,0.25,36%,0.43,0.3,0.26,0.3,0.26,-0.95,21%,3,0.13,30.4,87%,0.1,0.94,0.43,1.11,1.24,0.13,14%,0.6,-,24,71%,5.22,1.07,3.38,7.36,0.04,0.9,0.3,0.04,0.04,4.02,21%,0,5.18,12.1km,0,5,23,0,0,"£91,000 p/w",£1M
- - -,Loa,28027646,Thomas Ince,AM (R),34,Watford,Sky Bet Championship,"3,156",1.45,1.14,13,3,2.57,0.12,47%,1.2,1.25,0.37,0.31,0.28,2.22,14%,6,0.17,38.67,84%,0.21,1.03,0.43,2.42,3.45,2.22,15%,8.9,20%,109,83%,13.37,4.05,7.04,16.28,0.03,1.74,0.71,0.17,0.03,5.19,40%,0.03,15.46,13.7km,2,52,37,9,1,"£30,000 p/w",£85K - £850K
- - -,,83118866,André Vidigal,AM (R),27,Stoke,Sky Bet Championship,"1,895",1.14,1.71,1,0,0.71,0.16,33%,0.24,0.28,0.05,0.11,0.11,-1.38,7%,3,0.14,35.72,86%,0.18,1.66,0.43,3.32,2.8,5.75,17%,5.75,17%,75,79%,13.54,3.23,6.41,14.91,0,1.71,0.81,0.19,0.09,4.94,12%,0,10.4,13.5km,0,40,22,9,0,"£7,000 p/w",£300K - £3M
- - -,ESC,2000195626,Yankuba Minteh,AM (R),21,Brighton,Premier League,"2,320",1.32,1.12,6,0,1.4,0.1,39%,0.54,0.78,0.23,0.14,0.14,2.44,17%,7,0.27,36.23,85%,0.18,1.2,0.43,4.5,2.33,4.97,14%,5.66,12%,91,89%,14,3.26,7.14,17.34,0.08,2.21,1.01,0.31,0.12,4.34,21%,0.04,11.83,13.5km,2,26,48,3,0,"£15,000 p/w",£35M - £54M
- - -,,24026903,Alen Halilović,AM (C),29,Fortuna Sittard,Eredivisie,"2,328",1.04,1.04,5,0,1.08,0.13,50%,0.54,0.58,0.19,0.15,0.15,1.22,18%,2,0.08,31.51,82%,0.17,1.01,0.43,2.09,2.47,2.13,21%,4.64,23%,51,82%,10.71,2.74,5.91,13.03,0.04,1.59,0.7,0.19,0,4.21,15%,0.04,7.27,12.8km,0,17,52,0,0,"£6,000 p/w",£300K - £2.9M
- - -,Wnt,2000180822,Brajan Gruda,AM (R),22,Brighton,Premier League,"1,272",1.42,1.13,4,2,1.63,0.09,65%,1.06,1.06,0.28,0.15,0.15,1.87,17%,3,0.21,39.48,87%,0.18,1.34,0.42,3.75,4.17,3.89,16%,5.24,10%,45,84%,14.86,3.68,6.08,15.07,0.14,1.77,0.78,0.64,0.21,3.68,27%,0.07,13.94,14.6km,0,26,29,4,0,"£15,000 p/w",£21M - £33M
- - -,,18107092,Edo Kayembe,M (C),27,Watford,Sky Bet Championship,"2,120",1.57,1.15,6,5,1.23,0.09,45%,0.55,0.93,0.25,0.11,0.11,3.51,21%,2,0.08,61.56,89%,0.14,1.44,0.42,1.83,5.43,1.32,17%,1.53,16%,80,68%,11.42,3.27,8.87,9.3,0.04,2.08,0.81,0.38,0.25,3.18,52%,0.3,8.28,13.0km,1,43,11,8,0,"£15,000 p/w",£600K - £6M
- - -,Wnt,83320124,Mateus Fernandes,AM (C),21,West Ham,Premier League,"1,062",1.69,1.1,4,0,1.1,0.2,54%,0.59,0.34,0.34,0.22,0.22,1.4,31%,3,0.25,44.66,87%,0.12,1.1,0.42,1.27,2.71,1.19,24%,2.12,28%,32,69%,16.02,4.58,6.02,11.53,0,1.78,0.85,0.08,0.08,3.31,26%,0,11.27,14.8km,0,12,19,2,0,"£20,000 p/w",£16M - £25M
- - -,,2000035291,Cameron Humphreys,M (C),22,Ipswich Town,Sky Bet Championship,"2,762",1.96,1.17,4,2,1.17,0.08,36%,0.42,0.68,0.13,0.09,0.09,1.24,11%,7,0.23,55.26,87%,0.21,1.5,0.42,1.5,7.1,0.98,28%,3.55,20%,73,82%,11.34,3.85,8.6,10.1,0.03,1.96,0.85,0.42,0.2,3.45,45%,0.07,16.13,14.6km,1,19,12,4,0,"£2,900 p/w",£6M - £7.8M
- - -,,22073681,Filip Krastev,M (C),24,Oxford United,Sky Bet Championship,"2,985",1.18,1.21,8,3,1.36,0.1,47%,0.63,1.03,0.24,0.14,0.12,3.32,18%,4,0.12,34.22,84%,0.19,0.87,0.42,1.24,2.08,0.78,13%,6.57,23%,76,66%,9.83,2.77,6.03,11.52,0,1.6,0.6,0.21,0.09,4.85,22%,0.06,11.58,14.0km,0,32,50,2,1,"£10,000 p/w",£700K - £1.5M
- - -,Lst,37000496,Tjaronn Chery,AM (C),37,N.E.C.,Eredivisie,"1,711",0.79,1.53,2,0,1.63,0.11,42%,0.68,0.95,0.11,0.18,0.18,-1.41,6%,3,0.16,36.82,84%,0.13,1.1,0.42,2.16,1.79,1.16,19%,1.37,18%,43,88%,11.47,2.42,5.21,11.62,0,1.32,0.84,0.47,0.11,6.05,10%,0,9.52,13.0km,0,13,25,1,0,"£9,750 p/w",£150K
- - -,,37078347,Mathijs Tielemans,M (C),24,Excelsior,Eredivisie,"2,148",0.8,1.17,2,0,0.92,0.09,36%,0.34,0.42,0.08,0.09,0.09,-0.05,9%,4,0.17,60.59,88%,0.14,0.88,0.42,0.96,5.03,1.3,18%,2.51,22%,61,79%,13.45,3.6,5.95,10.89,0,1.17,0.46,0.5,0.21,3.06,52%,0.13,8.63,13.1km,0,34,18,3,1,"£1,700 p/w",£190K - £1.9M
- - -,Wnt,2000024506,Amadou Mbengue,D (R),24,QPR,Sky Bet Championship,"1,504",1.14,1.68,0,0,0.6,0.06,70%,0.42,0.18,-,0.03,0.03,-0.57,-,0,-,46.32,84%,0.13,0.96,0.42,0.9,4.79,7.18,7%,7.24,7%,62,79%,11.13,3.17,13.58,15.2,0.12,2.63,1.44,0.48,0.18,5.27,67%,0.78,13.28,13.7km,1,26,8,3,1,"£2,300 p/w",£350K
- - -,,29114887,Demarai Gray,AM (L),29,Birmingham,Sky Bet Championship,"2,369",0.95,1.56,3,1,1.67,0.11,43%,0.72,0.99,0.11,0.19,0.19,-2.02,7%,3,0.11,46.01,87%,0.13,1.1,0.42,4.94,3.46,3.27,15%,3.31,15%,72,81%,13.33,3.88,6.08,15.5,0,2.01,0.61,0.38,0.08,4.29,19%,0.04,7.18,13.0km,0,22,49,2,0,"£90,000 p/w",£8.2M - £10.5M
- - -,,8448722,Moussa Sissoko,M (C),36,Watford,Sky Bet Championship,"2,809",1.63,0.9,3,0,1.38,0.12,33%,0.45,0.8,0.1,0.16,0.09,-2.12,7%,6,0.19,63.5,88%,0.13,1.25,0.42,1.41,5.48,1.79,15%,2.31,12%,96,72%,12.4,3.01,7.34,12.01,0.13,1.76,0.96,0.22,0.13,4.71,55%,0.48,9.93,12.9km,1,34,14,6,0,"£45,000 p/w",£40K - £375K
- - -,,61063289,Ryan Hardie,ST (C),29,Wrexham,Sky Bet Championship,"1,081",1.25,1.91,8,0,2.08,0.22,56%,1.17,0.25,0.67,0.46,0.32,2.53,32%,1,0.08,17.98,85%,0.15,0.83,0.42,1.58,1.08,1.33,25%,1.33,25%,21,76%,6.74,1.25,5.25,6.66,0,1.33,1.25,0.08,0.08,14.49,18%,0,4.41,13.6km,0,22,14,0,0,"£5,000 p/w",£1.3M - £2.7M
- - -,Inj,29140167,James Justin,D (R),28,Leeds Utd,Premier League,"2,597",1.46,0.76,0,0,0.73,0.1,38%,0.28,0.35,-,0.07,0.07,-2.04,-,7,0.24,42.24,84%,0.18,0.87,0.42,2.43,5.37,6.86,8%,6.9,7%,109,84%,12.13,3.67,13.13,16.01,0.24,3.02,1.49,0.59,0.1,5.44,66%,0.21,18.75,14.0km,0,25,26,6,0,"£30,000 p/w",£7.4M - £9.4M
- - -,Wnt,61066342,Ross McCrorie,M (C),28,Bristol City,Sky Bet Championship,"2,598",1.63,1.18,3,1,1.63,0.07,28%,0.45,0.83,0.1,0.12,0.12,-0.49,6%,5,0.17,51.3,85%,0.16,1.45,0.42,1.35,4.61,2.81,14%,2.81,13%,81,81%,11.19,3.33,10.7,11.81,0.14,2.49,1.39,0.48,0.24,7.38,59%,0.83,17.25,13.8km,0,45,25,7,0,"£5,000 p/w",£55K - £550K
- - -,,45109737,Kanya Fujimoto,AM (R),26,Birmingham,Sky Bet Championship,"3,250",0.97,0.89,2,0,0.97,0.09,37%,0.36,0.72,0.06,0.09,0.09,-1.3,6%,4,0.11,59.62,91%,0.17,1.02,0.42,0.97,3.35,0.61,25%,2.99,27%,76,78%,11.24,2.77,5.29,8.7,0.03,1.33,0.39,0.5,0.19,2.35,18%,0.03,5.93,12.6km,0,17,29,3,0,"£5,000 p/w",£6M - £7.2M
- - -,Int,93069729,Jens Cajuste,DM,26,Ipswich Town,Sky Bet Championship,"2,601",1.97,1.14,3,0,0.93,0.08,41%,0.38,0.66,0.1,0.08,0.08,0.83,11%,1,0.03,58.41,87%,0.13,1.04,0.42,1.18,5.09,0.66,16%,0.66,15%,105,74%,12.04,3.22,8.58,9.2,0.07,1.59,0.83,0.38,0.14,4.53,43%,0.48,15.12,13.9km,0,32,27,9,0,"£25,500 p/w",£3.3M - £6.4M
- - -,Wnt,83333463,Rodrigo Gomes,AM (R),22,Wolves,Premier League,"2,602",1.11,1.52,6,1,1.31,0.14,45%,0.59,0.52,0.21,0.19,0.19,0.57,16%,4,0.14,36.25,87%,0.16,0.9,0.42,2.56,2.35,3.87,9%,4.43,8%,132,83%,14.87,4.01,8.54,14.32,0.07,2.32,1.52,0.24,0.07,4.43,16%,0,14.73,13.8km,0,63,50,14,0,"£35,000 p/w",£16M - £20M
- - -,Wnt,28106878,Marcus Edwards,AM (R),27,Burnley,Premier League,"2,169",0.83,1.37,3,0,1.58,0.14,39%,0.62,0.83,0.12,0.23,0.19,-2.44,8%,3,0.12,34.69,83%,0.14,1,0.41,4.02,2.24,2.32,15%,4.48,19%,54,74%,10.58,2.82,5.44,14.94,0.08,1.74,0.75,0.25,0,3.73,19%,0,11.49,13.0km,0,24,67,2,1,"£22,500 p/w",£7M - £10.5M
- - -,Inj,28059292,John Swift,AM (C),30,Portsmouth,Sky Bet Championship,"2,609",0.9,1.86,3,1,1.35,0.13,49%,0.66,0.9,0.1,0.18,0.15,-2.23,8%,7,0.24,38.5,84%,0.19,1.1,0.41,1.55,2.76,1.38,14%,7.14,20%,53,75%,10.69,2.1,5.86,12.25,0,1.52,0.72,0.34,0.1,4.62,28%,0,9.49,13.6km,0,18,69,2,0,"£22,500 p/w",£700K - £9.4M
- - -,,66034886,Hwang In-Beom,M (C),29,Feyenoord,Eredivisie,"1,531",0.88,0.71,0,0,0.88,0.11,40%,0.35,0.35,-,0.1,0.1,-1.66,-,5,0.29,55.02,88%,0.15,0.76,0.41,0.71,3.94,0.59,31%,1.53,20%,37,81%,12.87,3.23,5.23,8.99,0,1.29,0.29,0.24,0.06,2.41,24%,0.06,8.88,12.9km,0,14,12,3,0,"£28,000 p/w",£8.6M - £13M
- - -,,2000108974,Rio Shipston,M (C),21,Sheffield Wednesday,Sky Bet Championship,"1,532",0.7,1.41,4,1,1.47,0.12,52%,0.76,1,0.23,0.18,0.13,1.01,16%,0,-,40.48,85%,0.14,1.35,0.41,0.76,2.53,0.76,11%,3.76,15%,35,71%,11.69,3.23,4.99,8.58,0,1.35,0.94,0.41,0.35,4.41,43%,0.47,12.51,13.2km,0,22,5,2,0,£750 p/w,£140K - £1.4M
- - -,,37053977,Azor Matusiwa,DM,28,Ipswich Town,Sky Bet Championship,"2,640",1.98,1.02,5,1,1.33,0.11,51%,0.68,0.65,0.17,0.15,0.15,0.53,13%,2,0.07,47.25,88%,0.15,1.26,0.41,1.19,3.44,0.68,35%,0.68,35%,60,77%,11.35,3.17,6.1,8.59,0.24,1.5,0.55,0.34,0.14,3.1,38%,0.1,17.28,14.1km,0,28,26,3,0,"£25,000 p/w",£15.5M - £19M
- - -,Wnt,2000053516,Adam Wharton,DM,22,Crystal Palace,Premier League,"1,761",1.18,2.25,1,0,0.77,0.09,53%,0.41,0.51,0.05,0.07,0.07,-0.3,7%,0,-,48.91,87%,0.15,0.92,0.41,0.66,4.09,0.46,25%,2.45,22%,51,80%,12.06,3.17,9.45,8.28,0.1,1.58,1.02,0.66,0.41,3.68,43%,0.15,11.4,14.4km,0,16,6,3,0,"£35,000 p/w",£17.5M - £27M
- - -,Inj,2000061414,Tomáš Rigo,M (C),23,Stoke,Sky Bet Championship,"1,543",0.99,1.92,1,0,0.99,0.1,35%,0.35,0.52,0.06,0.1,0.1,-0.77,6%,1,0.06,38.73,81%,0.14,1.05,0.41,2.62,3.5,3.79,11%,3.79,10%,70,84%,15.57,4.49,6.53,14.87,0.06,1.46,1.22,0.17,0.06,4.84,33%,0.06,12.95,13.4km,1,13,21,0,0,"£1,700 p/w",£275K - £2.7M
- - -,Inj,2000107281,Rocco Vata,AM (R),21,Watford,Sky Bet Championship,"1,549",2.15,1.1,6,4,1.98,0.12,38%,0.76,1.05,0.35,0.23,0.23,2.03,18%,4,0.23,36.08,83%,0.16,1.28,0.41,2.79,3.89,4.76,12%,6.28,13%,52,73%,12.84,3.83,7.84,14.64,0.17,1.92,1.1,0.17,0,5.17,13%,0,14.53,13.9km,1,39,16,6,0,"£5,000 p/w",£2.9M - £5.8M
- - -,Wnt,27110636,Emil Riis,ST (C),27,Bristol City,Sky Bet Championship,"2,213",1.55,1.3,11,2,3.38,0.16,48%,1.63,1.14,0.45,0.53,0.5,-2.04,13%,6,0.24,17.32,85%,0.12,0.85,0.41,1.18,1.18,1.02,19%,1.06,16%,43,67%,6.75,1.59,3.38,6.38,0.04,0.37,0.49,0.08,0,8.91,31%,0.04,6.06,12.4km,0,44,24,2,0,"£9,500 p/w",£300K - £3.1M
- - -,Wnt,2000184286,Mohamed Belloumi,AM (R),24,Hull City,Sky Bet Championship,"1,550",1.45,0.99,3,1,1.74,0.12,30%,0.52,0.93,0.17,0.21,0.21,-0.56,10%,4,0.23,29.09,84%,0.22,1.28,0.41,3.95,1.92,3.19,18%,3.31,18%,71,76%,14.52,3.89,6.97,12.37,0.06,1.8,0.52,0.06,0,6.21,17%,0.06,9.81,13.3km,0,17,27,4,0,"£7,000 p/w",£5.2M - £8.2M
- - -,,28094200,Josh Laurent,M (C),31,Burnley,Premier League,"1,331",1.08,1.15,1,0,1.22,0.09,39%,0.47,0.47,0.07,0.11,0.11,-0.63,6%,0,-,67.35,89%,0.09,0.74,0.41,1.28,4.73,0.68,20%,0.68,20%,60,63%,11.22,3.58,10.01,9.33,0.2,2.1,1.01,0.41,0.27,4.67,67%,0.47,14.2,14.3km,0,18,6,6,0,"£15,000 p/w",£4.1M - £6.4M
- - -,Wnt,67258949,Róber,AM (R),25,N.E.C.,Eredivisie,"1,776",1.32,0.66,5,0,1.57,0.14,52%,0.81,0.61,0.25,0.22,0.22,0.57,16%,2,0.1,31.27,87%,0.11,0.81,0.41,2.33,1.82,1.82,18%,2.23,19%,37,78%,9.02,1.72,4.97,9.32,0,1.17,0.56,0.2,0,6.33,18%,0.05,6.94,12.5km,0,21,33,3,0,"£2,400 p/w",£2.4M - £4.9M
- - -,,37039831,Branco van den Boomen,M (C),30,Ajax,Eredivisie,"2,665",1.52,0.64,4,0,2.23,0.11,44%,0.98,1.28,0.14,0.24,0.21,-3.08,6%,6,0.2,54.84,88%,0.17,1.55,0.41,0.88,3.58,1.25,23%,5.84,37%,70,84%,12.02,3.38,7.73,10.94,0.03,1.52,0.3,0.03,0.03,4.93,63%,0.41,9.15,12.8km,2,30,19,4,0,"£45,000 p/w",£275K - £2.8M
- - -,Wnt,53101282,Sander Berge,DM,28,Fulham,Premier League,"2,463",0.91,1.61,3,1,1.17,0.12,38%,0.44,0.73,0.11,0.14,0.14,-0.85,9%,2,0.07,42.64,86%,0.16,1.02,0.4,1.46,3.14,0.73,20%,0.73,20%,84,75%,12.2,3.4,8.62,8.29,0.04,2.19,0.73,0.4,0.26,3.91,37%,0.18,15.64,14.4km,0,19,17,4,0,"£65,000 p/w",£7.6M - £12M
- - -,Inj,18106043,Thierry Lutonda,AM (L),25,PEC Zwolle,Eredivisie,"1,569",1.03,1.15,1,0,1.15,0.09,20%,0.23,0.57,0.06,0.1,0.1,-0.74,5%,3,0.17,31.09,82%,0.17,0.92,0.4,2.12,3.5,3.04,17%,6.77,18%,62,85%,10.21,2.24,8.72,12.79,0.11,2.01,1.89,0.63,0.23,6.02,32%,0.11,10.9,13.3km,0,43,17,8,1,"£5,000 p/w",£70K - £700K
- - -,,28126249,James McAtee,AM (C),23,Nottm Forest,Premier League,"2,469",1.57,1.31,6,2,1.71,0.13,49%,0.84,0.95,0.22,0.22,0.22,0.02,13%,3,0.11,39.48,83%,0.19,1.24,0.4,2.22,3.17,1.24,14%,2.33,11%,75,75%,13.41,3.06,6.78,11.77,0,1.93,0.66,0.18,0.11,4.63,24%,0,12.76,14.4km,0,13,44,3,0,"£15,000 p/w",£36M - £44M
- - -,,83228804,Gonçalo Borges,AM (R),25,Feyenoord,Eredivisie,"3,172",1.28,0.77,7,0,1.36,0.14,46%,0.62,0.37,0.2,0.19,0.19,0.38,15%,1,0.03,44.12,87%,0.16,1.28,0.4,5.73,4.09,4.51,15%,5.22,14%,88,83%,12.74,2.89,5.65,16.63,0,1.99,0.48,0.14,0.09,3.52,26%,0.03,9.73,12.8km,0,32,97,3,0,"£6,000 p/w",£13M - £20M
- - -,,28018613,Kieran Trippier,D (R),35,Newcastle,Premier League,"2,956",1.71,1.28,1,0,1.25,0.06,44%,0.55,1.1,0.03,0.07,0.07,-1.36,2%,4,0.12,49.84,84%,0.19,0.91,0.4,1.28,8.22,1.67,15%,10.05,10%,134,80%,12.57,4.29,12.97,14.52,0.18,2.19,1.04,0.64,0.27,4.11,47%,0.15,19,14.3km,0,26,12,8,0,"£120,000 p/w",£2.2M - £4.6M
- - -,,72045910,Jack Harrison,AM (R),29,Leeds Utd,Premier League,"2,288",1.49,0.98,7,1,1.3,0.14,36%,0.47,0.63,0.28,0.18,0.18,2.36,21%,9,0.35,37.68,84%,0.2,1.1,0.39,2.44,2.91,2.32,20%,5.47,16%,79,76%,15.22,3.66,7.08,15.93,0.08,1.97,0.9,0.24,0.08,3.5,11%,0,13.37,13.8km,0,38,34,3,0,"£40,000 p/w",£19M - £29M
- - -,,28127068,Kaine Kesler Hayden,M (R),23,Coventry,Sky Bet Championship,"2,066",1.13,1.13,2,1,0.3,0.14,43%,0.13,0.17,0.09,0.04,0.04,1.01,29%,2,0.09,45.35,84%,0.18,1.09,0.39,4.84,4.7,7.27,13%,7.27,12%,87,84%,10.63,3.18,11.33,16.73,0.09,2.4,1.57,0.61,0.17,3.96,34%,0.13,15.03,13.7km,3,17,21,2,0,"£7,000 p/w",£500K - £5M
- - -,,93065006,Gabriel Gudmundsson,M (L),27,Leeds Utd,Premier League,"2,080",1.6,1,3,0,0.87,0.11,35%,0.3,0.39,0.13,0.09,0.09,0.89,15%,5,0.22,42.53,87%,0.11,1.04,0.39,2.77,5.37,4.8,15%,5.32,14%,98,83%,12.59,3.59,11.47,11.77,0.22,2.9,1.95,0.56,0.04,4.85,48%,0.22,16.05,14.1km,0,14,16,2,0,"£20,000 p/w",£4.9M - £7.6M
- - -,,2000022026,Max Johnston,WB (R),22,Derby County,Sky Bet Championship,"1,851",1.46,1.12,1,0,0.88,0.1,28%,0.24,0.63,0.05,0.09,0.09,-0.75,6%,1,0.05,40.16,85%,0.12,0.97,0.39,1.99,4.42,4.28,15%,5.69,11%,74,84%,10.79,3.26,11.96,11.91,0.1,2.97,1.41,0.63,0.24,4.72,55%,0.05,16.97,14.0km,1,21,8,4,0,"£8,000 p/w",£7M - £11M
- - -,,37084766,Ringo Meerveld,AM (C),23,sc Heerenveen,Eredivisie,"2,551",1.02,0.78,2,2,1.13,0.09,31%,0.35,0.85,0.07,0.11,0.11,-1.01,6%,3,0.11,38.46,85%,0.15,1.13,0.39,2.05,3.95,1.52,17%,3.03,18%,68,84%,14.04,3.56,7.97,9.95,0,2.29,0.53,0.28,0.07,3.99,35%,0.07,11.04,13.4km,0,13,23,4,0,"£3,500 p/w",£425K - £4.3M
- - -,,67191240,Paik Seung-Ho,M (C),29,Birmingham,Sky Bet Championship,"1,162",1.39,1.39,1,1,1.24,0.07,38%,0.46,1.16,0.08,0.09,0.09,-0.18,6%,1,0.08,54.37,89%,0.1,0.77,0.39,0.62,3.02,0.23,16%,1.47,-,25,88%,8.91,2.87,6.04,8.6,0,1.16,0.46,0.54,0.46,3.25,29%,0.08,6.35,12.5km,0,5,8,1,0,"£10,000 p/w",£3.6M - £5.6M
- - -,,29174741,Jamie Shackleton,M (C),26,Sheffield United,Sky Bet Championship,"3,027",1.37,1.58,0,0,0.51,0.08,24%,0.12,0.42,-,0.04,0.04,-1.29,-,5,0.15,33.54,80%,0.15,1.16,0.39,1.84,5,7.46,8%,7.46,7%,149,85%,10.44,3.89,11.51,14.3,0.24,2.29,1.31,0.86,0.36,4.13,22%,0.15,17.45,13.6km,2,41,21,8,0,"£7,500 p/w",£325K - £950K
- - -,,29217610,Liam Thompson,DM,24,Derby County,Sky Bet Championship,"3,032",1.37,1.22,1,1,1.04,0.06,31%,0.33,0.92,0.03,0.06,0.06,-1.09,3%,3,0.09,44.35,85%,0.13,0.86,0.39,1.07,4.63,0.62,23%,0.77,23%,112,77%,12.08,3.21,7.66,8.55,0.12,2.08,1.07,0.36,0.18,2.46,12%,0,9.29,12.9km,2,53,12,12,0,"£4,000 p/w",£130K - £1.3M
- - -,,67279610,Miguel Rodríguez,AM (R),23,FC Utrecht,Eredivisie,"2,334",0.89,1.23,6,1,1.31,0.12,59%,0.77,0.62,0.23,0.15,0.15,2.01,18%,1,0.04,42.26,85%,0.13,1.08,0.39,3.39,2.28,2.04,11%,2.12,9%,86,78%,15.42,4.43,7.1,13.38,0,1.77,0.62,0.23,0.12,5.21,41%,0.12,10.91,12.9km,1,24,28,3,0,"£9,500 p/w",£600K - £5.8M
